source_index,target_index,source_entity,target_entity,type,count
spaceconsolidation,C1184146,spaceconsolidation,basilar,located_at,1
C0030797,C3179046,pelvic,inlet,located_at,1
C0031050,C0005978,pericardial,wires,located_at,2
C0031050,C0012621,pericardial,drainage,located_at,1
C0031050,C0017446,pericardial,area,located_at,1
C0031050,C0180307,pericardial,defibrillator,located_at,1
C0031050,C0205148,pericardial,surface,located_at,1
sparing,C0023928,sparing,lobectomy,modify,1
sparing,leftlower,sparing,leftlower,modify,1
sparing,portions,sparing,portions,modify,1
sparing,theright,sparing,theright,modify,1
specific,C0017446,specific,area,modify,1
C0029408,C0022742,osteoarthritis,knee,located_at,1
C0029433,C0037949,ossification,spine,located_at,1
spaceopacity,C0024109,spaceopacity,lung,located_at,1
spaceopacity,C0032285,spaceopacity,pneumonia,suggestive_of,1
spaceopacity,C0035222,spaceopacity,ards,suggestive_of,1
spaceopacity,C0332448,spaceopacity,infiltrate,suggestive_of,1
spaceopacity,C0349707,spaceopacity,aspiration,suggestive_of,1
spaceopacity,C1184146,spaceopacity,basilar,located_at,1
spanning,C0037949,spanning,spine,modify,1
spanning,C0038257,spanning,stent,modify,1
C0029453,C0205090,osteopenia,right,located_at,1
C0029453,C1303192,osteopenia,vertebroplasty,located_at,1
C0029453,C1704258,osteopenia,abnormalities,located_at,1
C0029453,C3494892,osteopenia,levoscoliosis,located_at,1
C0029453,C3494893,osteopenia,dextroscoliosis,located_at,1
spaceopacities,C0796494,spaceopacities,lobe,located_at,1
spaceopacities,areas,spaceopacities,areas,located_at,1
spaceopacity,C0004144,spaceopacity,atelectasis,suggestive_of,2
C0030664,C0262950,pathology,osseous,located_at,1
C0030664,C0443157,pathology,bony,located_at,1
C0030664,C1184146,pathology,basilar,located_at,1
C0030664,C1184743,pathologic,process,located_at,1
C0029453,C0036439,osteopenia,scoliosis,located_at,1
C0029453,C0037253,osteopenia,skeleton,located_at,1
stableposition,C0085590,stableposition,catheter,modify,1
C0029053,pulmonaryconsolidation,opacities,pulmonaryconsolidation,suggestive_of,1
C0029053,pulmonaryvessels,opacities,pulmonaryvessels,located_at,1
C0029053,retrocardiacatelectasis,opacity,retrocardiacatelectasis,suggestive_of,1
C0029053,retrocardiacopacity,opacities,retrocardiacopacity,located_at,1
C0029053,rightapical,opacity,rightapical,located_at,1
spiculated,C0140145,spiculated,apex,located_at,1
spiculated,C0178587,spiculated,density,located_at,1
spiculated,C0449579,spiculated,nodularity,modify,1
spiculated,margins,spiculated,margins,modify,1
splaying,C0035561,splaying,ribs,located_at,1
stableappearance,C0013604,stableappearance,edema,modify,1
stableappearance,C0175722,stableappearance,clips,modify,1
stableappearance,C0205400,stableappearance,thickening,modify,1
C0029453,C0016068,osteopenia,fibula,located_at,1
C0029453,C0016504,osteopenia,foot,located_at,1
C0029053,rvad,opacity,rvad,located_at,1
C0029053,silhouettes,opacity,silhouettes,located_at,1
C0029053,subdiaphragmatic,opacity,subdiaphragmatic,located_at,1
C0029053,versusatelectasis,opacity,versusatelectasis,suggestive_of,1
spiculated,C0024109,spiculated,pulmonary,modify,1
C0029433,C0441587,ossification,insertion,located_at,1
C0029433,C0442150,ossification,paravertebral,located_at,1
C0029433,C1184146,ossification,basilar,located_at,1
C0029433,C2262860,ossification,annulus,located_at,1
C0029433,glenohumeral,ossification,glenohumeral,located_at,1
C0029433,knob,ossification,knob,located_at,1
C0029453,C0003086,osteopenia,ankle,located_at,1
C0029453,C0013604,osteopenia,edema,suggestive_of,1
statuspost,C0185792,statuspost,sternotomy,modify,1
statuspost,C0332466,statuspost,fusion,modify,1
statuspost,C0543467,statuspost,surgery,modify,1
C0029053,edemaor,opacity,edemaor,suggestive_of,1
C0029053,focalinfiltrate,opacity,focalinfiltrates,suggestive_of,1
C0029053,interstitiallung,opacities,interstitiallung,located_at,1
C0029053,midand,opacities,midand,located_at,1
C0029053,middlelobe,opacity,middlelobe,located_at,1
stableposition,C0179740,stableposition,picc,modify,1
stableposition,C1521721,stableposition,support,modify,1
stablesince,C0392747,stablesince,changes,modify,1
stably,C0733755,stably,positioned,modify,1
standard,C0086296,standard,film,modify,1
statuspost,C0035139,statuspost,replacement,modify,1
C0029053,peribronchialcuffing,opacities,peribronchialcuffing,located_at,1
C0029053,phrenic,opacities,phrenic,located_at,1
C0029053,lefthilum,opacity,lefthilum,located_at,1
C0029053,lobeis,opacity,lobeis,located_at,1
C0029053,loculation,opacity,loculation,suggestive_of,1
C0029053,lungvolumes,opacity,lungvolumes,located_at,1
C0029053,marrow,opacity,marrow,suggestive_of,1
C0029053,masses,opacities,masses,suggestive_of,1
C0029053,rightchest,opacities,rightchest,located_at,1
C0029053,rightheart,opacity,rightheart,located_at,1
C0029053,minorfissure,opacity,minorfissure,located_at,1
C0029053,ofconsolidation,opacity,ofconsolidation,suggestive_of,1
C0029053,orearly,opacity,orearly,suggestive_of,1
C0029053,pacers,opacities,pacers,located_at,1
C0029053,C5570969,opacities,transcutaneous,located_at,1
C0029053,apically,opacities,apically,located_at,1
C0029053,apneumothorax,opacity,apneumothorax,suggestive_of,1
C0029053,asmall,opacity,asmall,located_at,1
C0029053,associatedatelectasis,opacity,associatedatelectasis,suggestive_of,1
C0029053,basilaratelectasis,opacities,basilaratelectasis,located_at,1
C0029053,C0947630,opacities,study,located_at,1
still,looped,still,looped,modify,1
still,present,still,present,modify,1
still,prominent,still,prominent,modify,1
stimulator,C0013812,stimulator,electrodes,modify,1
stimulator,C0934569,stimulator,hemithorax,located_at,1
C0029053,C3470541,opacity,pacer,suggestive_of,1
C0029053,C4068833,opacities,vascularity,located_at,1
C0029053,cuffing,opacities,cuffing,suggestive_of,1
C0029053,discoidatelectasis,opacity,discoidatelectasis,suggestive_of,1
statuspost,C0553891,statuspost,extubation,modify,1
sternotomywires,C0543467,sternotomywires,surgery,located_at,1
sternotomywires,C0817096,sternotomywires,chest,located_at,1
still,C0175730,still,tube,modify,1
still,C0205379,still,visible,modify,1
still,abutting,still,abutting,modify,1
C0029053,bilaterallung,opacities,bilaterallung,located_at,1
C0029053,bronchopulmonary,opacities,bronchopulmonary,located_at,1
C0029053,cap,opacities,cap,suggestive_of,1
C0029053,compressionatelectasis,opacities,compressionatelectasis,suggestive_of,1
C0029053,C0439801,opacities,limits,located_at,1
C0029053,C0441587,opacity,insertion,located_at,1
C0029053,C0442004,opacities,septal,suggestive_of,1
C0029053,C0175649,opacities,prostheses,located_at,1
straight,margins,straight,margins,modify,1
straight,persist,straight,persistence,modify,1
stranding,C0013687,stranding,effusion,suggestive_of,1
stranding,C0392747,stranding,changes,modify,1
stranding,C0449432,stranding,components,modify,1
C0029053,C0729936,opacity,intracardiac,located_at,1
C0029053,C0746591,opacities,mitral,located_at,1
C0029053,C0746922,opacities,nodes,located_at,1
stimulator,vagal,stimulator,vagal,located_at,1
straight,C0029053,straight,opacity,modify,1
straight,C0205132,straight,line,modify,1
straight,C0449830,straight,configuration,modify,1
straight,C0733755,straight,positioning,modify,1
C0029053,C1517198,opacity,fissural,suggestive_of,1
C0029053,C2004489,opacities,regurgitation,suggestive_of,1
C0029053,C0524461,opacity,lumen,located_at,1
C0029053,C0524724,opaque,staple,modify,1
C0029053,C0546881,opacities,tracking,modify,1
C0029053,C0557702,opacity,window,located_at,1
C0029053,C0582103,opacities,examination,located_at,1
streaking,lefthilum,streaking,lefthilum,located_at,1
streaking,lungbase,streaking,lungbases,located_at,1
streaky,C0008767,streaky,scarring,modify,1
C0029053,C0012359,opacity,ectasia,suggestive_of,1
C0029053,C0012621,opacities,drainage,suggestive_of,1
C0029053,C0012737,opacity,dissection,suggestive_of,1
C0028259,pulmonaryvascularity,nodule,pulmonaryvascular,located_at,1
C0028259,regions,nodules,regions,located_at,1
C0029053,C0024202,opacities,lymph,located_at,1
C0029053,C0025062,opacities,pneumomediastinum,suggestive_of,1
stranding,midlung,stranding,midlung,located_at,1
stranding,opacityconsistent,stranding,opacitiesconsistent,modify,1
stranding,parenchymal,stranding,parenchymal,located_at,1
strandy,C0024109,strandy,lung,modify,1
strandy,C0178499,strandy,base,modify,1
C0029053,C0041296,opacities,tuberculosis,suggestive_of,1
C0029053,C0018827,opacity,ventricular,located_at,1
C0029053,C0020164,opacity,humerus,located_at,1
C0029053,C0020449,opacity,hyperinflation,suggestive_of,1
C0029053,C0020564,opacity,enlargement,suggestive_of,2
C0029053,C0022130,opacity,island,suggestive_of,1
C0029053,C0023928,opacity,lobectomy,suggestive_of,1
C0029053,C0024117,opacities,copd,suggestive_of,1
C0029053,C0184165,opacity,tubing,located_at,1
C0029053,C0184967,opaque,packing,modify,1
C0029053,C0205148,opacities,surface,located_at,1
C0029053,C0039082,opacities,syndrome,suggestive_of,1
C0029053,C0039991,opacity,thoracotomy,suggestive_of,1
C0029053,C0040456,opacities,impaction,suggestive_of,1
C0028259,C0242821,nodule,body,located_at,1
C0028259,C0441994,nodule,lower,located_at,1
C0028259,C0442143,nodule,paratracheal,located_at,1
C0028259,C0444598,nodules,middle,located_at,1
C0028259,C0449719,nodule,portion,located_at,1
C0028259,C0549207,nodule,vertebral,located_at,1
C0027627,lungvolumes,secondary,lungvolumes,modify,1
C0027627,overlying,secondary,overlying,modify,1
stripe,C0005847,stripe,vascular,suggestive_of,1
stripe,C0442145,stripe,paraspinal,located_at,1
subcentimeter,C0013990,subcentimeter,emphysema,modify,1
subclaviancatheter,C0018792,subclaviancatheter,atrium,located_at,1
C0028259,C0023928,nodule,lobectomy,located_at,1
C0028259,C0030664,nodule,pathology,suggestive_of,1
C0028259,C0031268,nodule,pet,located_at,1
C0028259,C0205150,nodules,hilar,located_at,1
C0028259,leftlung,nodule,leftlung,located_at,1
C0028259,lungapex,nodule,lungapex,located_at,1
C0028259,periphery,nodule,periphery,located_at,1
C0028259,pulmonaryedema,nodules,pulmonaryedema,located_at,1
streaky,C0347997,streaky,artifact,modify,1
streaky,C1184146,streaky,basilar,located_at,1
streaky,airspace,streaky,airspace,modify,1
C0028259,retrocardiacregion,nodule,retrocardiacregion,located_at,1
C0028778,C0178987,obstruction,airway,located_at,1
C0028778,C5686136,blocks,intercostal,located_at,1
C0029053,C0000768,opacity,malformation,suggestive_of,1
C0029053,C0000833,opacity,abscess,located_at,1
C0028259,C1184482,nodule,sulcus,located_at,1
C0028259,C1883067,nodule,space,located_at,1
C0028259,infrahilar,nodule,infrahilar,located_at,1
subpleural,C0017110,subpleural,gas,located_at,1
subpleural,C0178587,subpleural,densities,modify,1
C0027627,C0024117,secondary,copd,suggestive_of,1
C0027627,C0032790,secondary,post-operative,suggestive_of,1
C0027627,C0040405,metastases,ct,located_at,1
C0027627,C0086296,secondary,film,located_at,1
C0027627,C0189477,secondary,thoracentesis,modify,1
C0027627,C0205321,secondary,penetration,modify,1
subcutaneousemphysema,C0589496,subcutaneousemphysema,supraclavicular,located_at,1
subcutaneousemphysema,C0934569,subcutaneousemphysema,hemithorax,located_at,1
subdiaphragmatic,C0817096,subdiaphragmatic,chest,located_at,1
subphrenic,C0000833,subphrenic,abscess,located_at,1
subphrenic,C0180499,subphrenic,drain,located_at,1
subpleural,C0005978,subpleural,wire,located_at,1
C0028259,C0019080,nodule,hematoma,suggestive_of,2
C0028259,C0020164,nodule,humeral,located_at,1
C0028259,C0022417,nodule,joint,located_at,1
C0028259,C0023884,nodules,liver,located_at,1
subclavianline,C0017446,subclavianline,region,located_at,1
subclavianline,jugular,subclavianline,jugular,located_at,1
subcutaneousemphysema,C0013990,subcutaneousemphysema,emphysema,modify,1
C0027627,supinetechnique,secondary,supinetechnique,modify,1
C0027627,svc,secondary,svc,modify,1
C0028109,C2745888,nipple,markers,located_at,1
C0028259,C0004454,nodules,axilla,located_at,1
C0028259,C0006141,nodule,breast,located_at,1
C0028259,C0008913,nodule,clavicle,located_at,1
C0028259,C0011980,nodule,diaphragm,located_at,1
C0027551,C0221198,needle,lesion,located_at,1
C0027551,C0227952,needle,sheath,located_at,1
C0027551,C0242821,needle,body,located_at,1
C0027551,C0450219,needle,thoracolumbar,located_at,1
C0027551,C1705504,needle,tip,located_at,1
C0027627,C0005847,secondary,vasculature,modify,1
C0027627,C0009450,secondary,infection,modify,1
C0027627,C0011164,secondary,degenerative,modify,1
C0027530,thoracicspine,cervical,thoracicspine,located_at,1
C0027540,C0006826,necrotic,tumor,modify,1
C0027540,C0746922,necrotic,node,located_at,1
C0027540,C0796494,necrosis,lobe,located_at,1
C0027551,C0027551,needle,needle,located_at,1
C0027551,C0029053,needle,opacities,located_at,1
C0027551,C0140145,needle,apex,located_at,1
C0027551,C0205144,needle,junction,located_at,1
subpulmonic,C0020303,subpulmonic,hydropneumothorax,located_at,1
subpulmonic,C0450429,subpulmonic,locations,located_at,1
subsegmental,C0037775,subsegmental,distribution,modify,1
subsegmental,C0205090,subsegmental,right,modify,1
C0027627,C0221690,secondary,syndesmophytes,modify,1
C0027627,C0332306,secondary,quality,modify,1
C0027627,C0349707,secondary,aspiration,suggestive_of,1
C0027627,C0392747,secondary,changes,modify,1
C0027627,C0449468,secondary,volume,modify,1
subpleural,C0577559,subpleural,mass,modify,1
subpleural,C0596790,subpleural,interstitial,located_at,1
subpulmonic,C0017446,subpulmonic,region,located_at,1
subsequent,C0040405C0441633,subsequent,ct scan,modify,1
subsequent,C0184511,subsequent,improvement,modify,1
C0026193,sparing,minor,sparing,modify,1
C0026597,C0029053,motion,opacities,modify,1
C0026597,C0035868,motion,rotation,modify,1
C0026597,C0086296,motion,film,modify,1
C0026597,C0175631,motion,visualization,modify,1
C0026597,C0443288,motion,limitation,modify,1
subsegmental,perihilar,subsegmental,perihilar,modify,1
subsegmentalatelectasis,C0017446,subsegmentalatelectasis,area,modify,1
subsegmentalatelectasis,C0205150,subsegmentalatelectasis,hilar,located_at,1
subsegmentalatelectasis,C1184146,subsegmentalatelectasis,basilar,located_at,1
subsequent,C0002978C0040405,subsequent,ct angiogram,modify,1
subsequent,C0010383,subsequent,crowding,modify,1
subsequent,C0015207,subsequent,eventration,modify,1
subsequent,C0031809,subsequent,examinations,modify,1
C0027530,C0180459,cervical,disc,modify,1
C0027530,C0332853,cervical,anastomosis,modify,1
C0027530,C1123023,neck,skin,located_at,1
subsegmental,bibasilar,subsegmental,bibasilar,modify,1
subsegmental,discoidatelectasis,subsegmental,discoidatelectasis,modify,1
subsegmental,linearatelectasis,subsegmental,linearatelectasis,modify,1
C0027627,C0012634,metastasis,disease,located_at,1
C0027627,C0012737,secondary,dissection,modify,1
C0027530,C0027530,cervical,neck,located_at,1
C0027530,C0036277,neck,scapula,located_at,1
substantial,C0013990,substantial,emphysema,modify,1
substantial,C0017110,substantial,gas,modify,1
substantial,C0029053,substantial,opacities,modify,1
substantial,C0302908,substantial,fluid,modify,1
C0025080,edge,device,edge,located_at,1
C0025080,leftanterior,device,leftanterior,located_at,1
C0025080,leftcardiac,device,leftcardiac,located_at,1
subsequent,C0449584,subsequent,opacification,modify,1
subsequent,C1696103,subsequent,image,modify,1
subsequent,C3179046,subsequent,inlet,modify,1
subsequently,C0184511,subsequently,improved,modify,1
subsequently,C0392756,subsequently,reduced,modify,1
subsequently,C0556030,subsequently,repositioned,modify,1
subsequently,obscured,subsequently,obscured,modify,1
substantial,C0004144,substantial,atelectasis,modify,1
C0026193,C0439793,minor,severity,modify,1
C0026193,C0449774,minor,pattern,modify,1
C0026193,C1265611,minor,amount,modify,1
C0026193,accentuation,minor,accentuation,modify,1
C0026193,cephalization,minor,cephalization,modify,1
C0026193,discoidatelectasis,minor,discoidatelectasis,modify,1
subsequent,C0441633,subsequent,scan,modify,1
subsequent,C0449468,subsequent,volumes,modify,1
C0026597,blurred,motion,blurred,modify,1
C0026597,blurring,motion,blurring,modify,1
C0026597,obscured,motion,obscured,modify,1
C0027061,C0006663,myocardial,calcification,located_at,2
C0027530,C0000726,neck,abdomen,located_at,1
C0026193,C0029408,minor,osteoarthritis,modify,1
C0026193,C0179740,minor,picc,modify,1
C0026193,C0205413,minor,patchy,modify,1
subtle,C0016658,subtle,fracture,modify,1
subtle,C0025062,subtle,pneumomediastinum,modify,1
C0025080,C0205284,device,margin,located_at,1
C0025080,C0230185,device,epigastrium,located_at,1
C0025080,C0230467,device,arch,located_at,1
C0025080,C0450219,device,thoracolumbar,located_at,1
C0025080,C0589488,device,subclavicular,located_at,1
substantial,interval,substantial,interval,modify,1
substantially,C0184511,substantially,improved,modify,1
substantially,C0332271,substantially,worse,modify,1
substantially,C0392747,substantially,changed,modify,1
substantially,C0442739,substantially,unchanged,modify,1
subtle,C0000768,subtle,deformity,modify,1
subtle,C0004144,subtle,atelectasis,modify,1
subtle,C0013604,subtle,edema,modify,1
C0025552,C0184252,metal,valve,located_at,1
